DayOfYear;depth_0.5;depth_1.5;depth_2.5;depth_4.0;depth_6.25;depth_8.75;depth_12.5;depth_17.5;depth_25.0;depth_35.0;depth_45.0;depth_55.0;depth_65.0;depth_75.0;depth_85.0;depth_95.0;depth_107.5
77;0.9484060825652098;0.9484060825652098;0.9484060825652098;0.9427337794879823;0.9578582056910342;0.9791995625103488;0.9813215674427661;0.931249310707388;0.8316518148688807;0.6697484565049151;0.548402783928924;0.5956013354272346;0.5994756987926239;0.4636215256948751;0.4636215256948751;0.6053719532627875;0.6053719532627875
78;0.9427252547457006;0.9427252547457006;0.9427252547457006;0.9358591963073954;0.9524890383903929;0.9746184726108321;0.9793783733341708;0.9302762376567538;0.829164039813361;0.6674020920180954;0.5483167127937036;0.5922873432304935;0.5958070552126488;0.46344546881986326;0.46344546881986326;0.6037540658787255;0.6037540658787255
79;0.9370444269261913;0.9370444269261913;0.9370444269261913;0.9289846131268089;0.947119871089751;0.9700373827113153;0.977435179225575;0.9293031646061197;0.8266762647578414;0.665055727531276;0.5482306416584831;0.5889733510337523;0.5921384116326737;0.46326941194485144;0.46326941194485144;0.6021361784946635;0.6021361784946635
80;0.9313635991066821;0.9313635991066821;0.9313635991066821;0.9221100299462225;0.9417507037891095;0.9654562928117989;0.97549198511698;0.9283300915554854;0.8241884897023215;0.6627093630444564;0.5481445705232627;0.5856593588370111;0.5884697680526985;0.4630933550698396;0.4630933550698396;0.6005182911106015;0.6005182911106015
81;0.925682771287173;0.925682771287173;0.925682771287173;0.915235446765636;0.936381536488468;0.9608752029122822;0.9735487910083844;0.9273570185048512;0.821700714646802;0.6603629985576367;0.5480584993880424;0.5823453666402698;0.5848011244727233;0.46291729819482774;0.46291729819482774;0.5989004037265396;0.5989004037265396
82;0.9200019434676637;0.9200019434676637;0.9200019434676637;0.9083608635850493;0.9310123691878264;0.9562941130127659;0.9716055968997889;0.9263839454542171;0.8192129395912826;0.6580166340708172;0.5479724282528218;0.5790313744435286;0.5811324808927482;0.4627412413198159;0.4627412413198159;0.5972825163424775;0.5972825163424775
83;0.9143211156481542;0.9143211156481542;0.9143211156481542;0.9014862804044627;0.9256432018871851;0.9517130231132495;0.9696624027911934;0.925410872403583;0.8167251645357626;0.6556702695839977;0.5478863571176015;0.5757173822467875;0.5774638373127731;0.46256518444480393;0.46256518444480393;0.5956646289584157;0.5956646289584157
84;0.908640287828645;0.908640287828645;0.908640287828645;0.8946116972238762;0.9202740345865432;0.9471319332137328;0.9677192086825982;0.9244377993529487;0.8142373894802432;0.6533239050971782;0.5478002859823808;0.5724033900500463;0.573795193732798;0.46238912756979206;0.46238912756979206;0.5940467415743537;0.5940467415743537
85;0.9029594600091361;0.9029594600091361;0.9029594600091361;0.8877371140432898;0.9149048672859017;0.942550843314216;0.9657760145740028;0.9234647263023145;0.8117496144247233;0.6509775406103587;0.5477142148471605;0.5690893978533051;0.5701265501528229;0.46221307069478035;0.46221307069478035;0.5924288541902918;0.5924288541902918
86;0.8978960719823864;0.8978960719823864;0.8978960719823864;0.8814490006595084;0.9100418046026906;0.9384177076177855;0.9641958358610235;0.9229816848332355;0.8096973794388901;0.6489020655818231;0.5476281437119399;0.5657754056565638;0.5664579065728476;0.4620370138197684;0.4620370138197684;0.5908109668062296;0.5908109668062296
